protein (g),calcium (g),sodium (g),fiber (g),vitaminc (g),potassium (g),carbohydrate (g),sugars (g),fat (g),water (g),calories,saturated (g),monounsat (g),polyunsat (g)
1.03,0.015,0.001,1.9,0.0108,0.14,3.3,1.5,0.17,95,16,0.035,0.013,0.072
1.2,0.019,0.001,0,0.018,0.182,3.84,0,0.2,94.18,18,0.041,0.015,0.084
1.14,0.018,0.239,1,0.0129,0.264,2.69,1.71,0.36,95.22,15,0.072,0.029,0.151
1.14,0.018,0.003,1,0.0129,0.264,2.69,1.71,0.36,95.22,15,0.072,0.029,0.151
1.15,0.017,0.238,1.3,0.0037,0.194,2.97,1.69,0.13,94.74,14,0.027,0.01,0.055
1.15,0.017,0.002,1.3,0.0037,0.194,3.56,1.69,0.13,94.74,17,0.027,0.01,0.055
1.16,0.018,0.002,1.3,0.0053,0.218,3.59,1.71,0.13,94.7,17,0.027,0.01,0.056
1.21,0.016,0.008,1,0.0179,0.261,3.11,2.5,0.32,94.79,17,0.084,0.011,0.091
1.03,0.017,0.374,0,0.0023,0.274,6.85,0,0.11,90.61,29,0.023,0.008,0.047
1.12,0.044,0.24,4.4,0.0108,0.437,14.58,0,0.14,82.9,56,0.029,0.01,0.059
1.12,0.044,0.004,4.4,0.0108,0.437,14.58,0,0.14,82.9,56,0.029,0.01,0.059
0.67,0.026,0.239,2.6,0.0065,0.263,8.79,0,0.08,89.7,34,0.017,0.006,0.035
0.67,0.026,0.003,2.6,0.0065,0.263,8.79,0,0.08,89.7,34,0.017,0.006,0.035
0.8,0.033,0.003,1.5,0.011,0.347,10.42,0,0.1,87.78,40,0.021,0.007,0.042
0.89,0.014,0.237,2.8,0.0096,0.437,8.74,3.3,0.63,89.02,39,0.13,0.047,0.265
0.89,0.022,0.001,2.8,0.0096,0.241,8.85,3.3,0.35,89.21,37,0.072,0.026,0.147
0.95,0.028,0.004,1.5,0.0123,0.35,8.59,2.2,0.13,89.76,34,0.027,0.01,0.056
0.9,0.041,0.24,3.2,0.0151,0.284,10.49,1.97,0.09,87.8,40,0.019,0.007,0.038
0.9,0.041,0.004,3.2,0.0151,0.284,10.49,1.97,0.09,87.8,40,0.019,0.007,0.038
1.23,0.019,0.238,0,0.0035,0.133,10.04,0,0.07,87.8,39,0.014,0.005,0.029
1.23,0.019,0.002,0,0.0035,0.133,10.05,0,0.07,87.8,39,0.014,0.005,0.029
1.76,0.029,0.002,1.3,0.0062,0.212,14.41,2.83,0.1,82.5,57,0.021,0.007,0.042
1,0.048,0.004,2,0.021,0.352,11.69,2.2,0.1,86.41,45,0.021,0.007,0.042
2.48,0.017,0.244,0,0.0095,0.358,10.81,0,0.62,85.1,50,0.128,0.046,0.26
2.48,0.017,0.008,0,0.0095,0.358,10.81,0,0.62,85.1,50,0.128,0.046,0.26
1.48,0.01,0.241,2.9,0.0065,0.214,6.46,2.93,0.37,91.1,30,0.076,0.028,0.156
1.48,0.01,0.005,2.9,0.0065,0.214,6.46,2.93,0.37,91.1,30,0.076,0.028,0.156
2,0.014,0.007,0,0.011,0.32,8.7,0,0.5,88,40,0.103,0.036,0.211
0.66,0.021,0.254,1.4,0.0035,0.117,6.46,2.53,0.26,92.3,27,0.062,0.022,0.126
0.66,0.021,0.018,1.4,0.0035,0.117,6.46,2.53,0.26,92.3,27,0.062,0.022,0.126
0.64,0.023,0.017,0,0.0021,0.108,6.91,0,0.57,91.6,31,0.117,0.042,0.239
2.71,0.021,0.003,1.1,0.0341,0.459,3.11,0,0.4,92.73,21,0.083,0.031,0.169
2.64,0.011,0.245,3,0.0064,0.183,17.61,0,0.54,78.17,77,0.101,0.105,0.26
2.6,0.011,0.221,2.6,0.0046,0.163,13.98,0,0.49,81.96,63,0.092,0.096,0.236
5.07,0.017,0.253,0,0.0082,0.41,24.37,0,0.8,68.37,111,0.148,0.155,0.381
5.07,0.017,0.017,4.5,0.0082,0.41,24.38,0,0.8,68.37,115,0.148,0.155,0.381
4.31,0.015,0.281,4.1,0.0059,0.265,19.95,2.21,0.89,74.1,93,0.166,0.173,0.427
4.31,0.015,0.045,4.1,0.0059,0.265,19.95,2.21,0.89,74.1,93,0.166,0.173,0.427
4.31,0.016,0.045,4,0.0085,0.295,19.94,0,0.89,74.11,93,0.166,0.173,0.427
5.03,0.018,0.004,3.8,0.0151,0.369,19.59,0,1.02,73.1,99,0.19,0.198,0.489
2.6,0.077,0.113,2.1,0.055,0.312,3.14,0,0.2,92.47,19,0,0,0
2.08,0.054,0.358,1.9,0.016,0.284,3.71,0,0.24,92.93,20,0,0,0
2.08,0.054,0.122,1.9,0.016,0.284,3.71,0,0.24,92.93,20,0.039,0.007,0.1
2.32,0.024,0.249,1.9,0.0015,0.477,7.32,5.42,0.3,88.71,34,0.065,0.012,0.134
2.32,0.024,0.013,1.9,0.0015,0.477,7.32,5.42,0.3,88.71,34,0.065,0.012,0.134
4,0.037,0.009,2,0.011,0.518,6.38,0,0.3,87.96,35,0.065,0.012,0.134
1.98,0.03,0.075,1.7,0.0052,0.21,23.19,5.45,0.2,73.88,101,0.041,0.008,0.084
1.28,0.017,0.039,3,0.0108,0.193,25.36,5.74,0.32,72.47,108,0.069,0.012,0.141
0.98,0.015,0.044,2.5,0.0105,0.185,20.93,15.4,0.2,77.39,89,0.041,0.008,0.084
1.65,0.022,0.053,1.8,0.0264,0.312,21.12,5,0.2,76.03,91,0.041,0.008,0.084
2.01,0.038,0.246,3.3,0.0196,0.475,20.71,11.09,0.15,75.78,92,0.052,0.002,0.092
2.01,0.038,0.036,3.3,0.0196,0.475,20.71,6.48,0.15,75.78,90,0.034,0,0.064
1.37,0.027,0.027,2.5,0.0128,0.23,17.72,5.74,0.14,80.13,76,0.031,0,0.061
1.37,0.027,0.263,2.5,0.0128,0.23,17.72,5.74,0.14,80.13,76,0.04,0,0.08
0.87,0.026,0.07,2.4,0.0067,0.189,27.86,0,3.25,66.94,144,1.35,0.627,0.147
1.71,0.035,0.244,1.8,0.0091,0.377,23.4,0,0.12,73.7,100,0.026,0.005,0.053
1.71,0.035,0.008,1.8,0.0091,0.377,23.4,9.17,0.12,73.7,100,0.025,0.005,0.049
1.71,0.037,0.006,1.7,0.0133,0.365,22.22,0,0.18,74.89,96,0.039,0.007,0.08
1.57,0.03,0.055,3,0.0024,0.337,20.12,4.18,0.05,77.28,86,0.018,0,0.014
2.72,0.086,0.002,2,0.0355,0.46,4.02,0,0.41,92.15,24,0.083,0.033,0.168
4.98,0.107,0.003,3.7,0.052,0.648,6.7,3.01,0.74,85.66,42,0.151,0.06,0.307
0.73,0.014,0.002,0,0.0189,0.344,3.2,0,0.08,95.3,14,0.016,0.006,0.033
0.92,0.012,0.001,0,0.021,0.332,2.32,0,0.09,95.82,11,0.018,0.007,0.037
0.52,0.018,0.251,5.1,0.005,0.484,34.6,0.49,0.11,63.8,142,0.023,0.009,0.046
0.52,0.018,0.015,5.1,0.005,0.484,34.6,0.49,0.11,63.8,142,0.023,0.009,0.046
2.72,0.086,0.238,2,0.0355,0.46,3.89,0,0.41,92.15,24,0.083,0.033,0.168
1.5,0.043,0.011,4.1,0.0045,0.591,26.46,0.4,0.2,70.64,112,0.041,0.016,0.083
0.73,0.014,0.238,0,0.0189,0.344,3.19,0,0.08,95.3,14,0.016,0.006,0.033
4.16,0.149,0.29,0,0.038,0.623,6.85,0,0.68,86.46,44,0.139,0.055,0.282
4.16,0.149,0.054,0,0.038,0.623,6.85,0,0.68,86.46,44,0.139,0.055,0.282
2.79,0.129,0.05,0,0.096,0.606,6.91,0,0.97,87.96,44,0.197,0.078,0.4
0.96,0.007,0.001,1.9,0.0117,0.268,5.84,3.93,1.02,91.63,32,0.139,0.155,0.417
0.6,0.011,0.07,0.8,0.0277,0.193,4.59,3.8,0.1,93.5,22,0.014,0.016,0.042
0.76,0.01,0.269,0.4,0.0183,0.229,4.24,3.56,0.05,93.9,17,0.008,0.009,0.024
0.76,0.01,0.01,0.4,0.0183,0.229,4.24,3.56,0.05,93.9,17,0.008,0.009,0.024
12.91,0.166,0.134,16.5,0.1167,1.927,74.68,43.9,0.44,3.06,302,0.062,0.066,0.179
4.32,0.036,0.79,4.1,0.0219,1.014,18.91,12.18,0.47,73.5,82,0.1,0.067,0.159
4.32,0.036,0.098,4.1,0.0219,1.014,18.91,12.18,0.47,73.5,82,0.1,0.067,0.16
1.65,0.018,0.399,1.9,0.0106,0.439,8.98,4.83,0.21,87.88,38,0.029,0.031,0.086
1.65,0.018,0.028,1.9,0.0106,0.439,8.98,4.83,0.21,87.88,38,0.029,0.031,0.086
1.32,0.013,0.524,1.5,0.007,0.331,5.38,4.25,0.18,91.12,24,0.025,0.027,0.073
1.44,0.017,0.472,1.4,0.0086,0.369,7.24,0,0.27,89.08,33,0.038,0.04,0.108
2.13,0.037,0.543,2.2,0.01,0.356,10.24,0,1.93,83.43,59,0.627,0.38,0.825
1.45,0.013,0.452,1.5,0.0124,0.38,8.43,5.77,0.13,87.97,35,0.017,0.01,0.05
1.56,0.017,0.551,1.8,0.0127,0.413,9.94,0,0.19,86.09,42,0.03,0.028,0.077
0.94,0.013,0.546,1.4,0.0132,0.398,8.77,7.36,0.74,88.28,41,0.133,0.102,0.337
1.32,0.01,0.015,1.4,0.0215,0.373,7.09,0,0.39,89.09,32,0.055,0.058,0.157
1.3,0.014,0.011,1.5,0.0131,0.371,8.71,5.22,0.2,89.1,42,0.028,0.029,0.079
1.64,0.034,0.132,1.9,0.0092,0.293,7.29,0,0.28,89.44,32,0.04,0.043,0.113
1.2,0.013,0.013,1.1,0.0234,0.204,5.1,4,0.2,93,23,0.028,0.03,0.081
1.16,0.005,0.042,0.9,0.016,0.212,3.18,0,0.19,94.78,16,0.025,0.028,0.076
0.78,0.031,0.143,1,0.0093,0.188,4,2.38,0.13,94.28,17,0.018,0.021,0.052
0.78,0.031,0.01,1,0.0093,0.188,4,2.38,0.13,94.28,17,0.018,0.021,0.052
0.91,0.034,0.221,1,0.0079,0.207,6.19,3.52,0.19,91.54,26,0.026,0.029,0.077
0.69,0.02,0.401,0,0.0062,0.107,3.62,0,0.08,94.23,15,0.011,0.011,0.03
0.95,0.011,0.011,0.7,0.0228,0.218,4.01,2.49,0.11,94.34,18,0.015,0.016,0.044
1.96,0.026,0.455,1.7,0.0182,0.247,13.05,0,2.68,80.63,79,0.521,1.048,0.878
0.95,0.011,0.247,0.7,0.0228,0.218,4.01,2.49,0.11,94.34,18,0.015,0.016,0.044
0.88,0.01,0.005,1.2,0.0137,0.237,3.89,2.63,0.2,94.52,18,0.028,0.031,0.083
14.11,0.11,2.095,12.3,0.0392,3.427,55.76,37.59,2.97,14.56,258,0.426,0.487,1.115
5.06,0.047,0.266,5.8,0.1018,1.565,23.33,0,14.08,53.83,213,1.893,8.663,2.06
0.98,0.011,0.023,0.7,0.009,0.258,2.98,0,0.26,95.28,15,0.036,0.04,0.108
0.29,0.008,0.241,3.7,0.03,0.005,10.78,0,0.07,88.6,40,0,0,0
0.29,0.008,0.005,3.7,0.03,0.005,10.98,0,0.07,88.6,40,0.009,0.005,0.034
2.99,0.128,0.255,3.1,0.0182,0.216,4.74,0.95,0.38,91.04,34,0.085,0.024,0.16
2.99,0.128,0.019,3.1,0.0182,0.216,4.85,1.07,0.38,91.04,35,0.085,0.024,0.16
2.46,0.114,0.018,2.4,0.0258,0.082,3.4,0,0.19,93.13,21,0.032,0.012,0.088
1.36,0.118,0.029,1.3,0.0155,0.141,2.81,0.42,0.3,94.69,19,0.07,0.02,0.12
1.36,0.118,0.277,1.7,0.0155,0.141,2.42,0,0.3,94.69,14,0.07,0.02,0.12
1.14,0.137,0.265,3.5,0.0274,0.203,4.36,0.53,0.23,93.2,20,0.053,0.015,0.091
1.14,0.137,0.029,3.5,0.0274,0.203,4.36,0.53,0.23,93.2,20,0.053,0.015,0.091
3.35,0.152,0.251,3.4,0.0218,0.224,4.98,0.75,0.42,90.4,29,0.099,0.028,0.17
3.35,0.152,0.015,3.4,0.0218,0.224,4.98,0.75,0.42,90.4,29,0.099,0.028,0.17
2.47,0.118,0.012,2.5,0.0268,0.184,3.67,0,0.31,92.93,22,0.073,0.02,0.125
1.5,0.19,0.04,3.2,0.06,0.296,7.13,0.81,0.3,89.67,32,0.07,0.02,0.12
0.71,0.022,0.286,2,0.0116,0.135,5.06,2.99,0.08,93.6,22,0.008,0.005,0.042
0.71,0.033,0.016,2,0.0116,0.177,5.06,2.99,0.08,93.6,22,0.008,0.005,0.042
1.53,0.032,0.272,2,0.0039,0.182,3.76,1.76,0.24,93.6,21,0.025,0.015,0.125
1.53,0.032,0.036,2,0.0039,0.182,4.35,2.35,0.24,93.6,23,0.025,0.015,0.125
1.04,0.023,0.025,1.8,0.0044,0.137,2.94,0,0.16,95.67,16,0.017,0.01,0.085
0.9,0.03,0.067,1.8,0.021,0.191,6.43,3.8,0.1,91.87,28,0.011,0.006,0.053
2.7,0.015,0.049,2,0.0112,0.394,25.5,0.3,2.2,68.3,123,0.55,1.451,0.102
0.63,0.011,0.198,0.8,0.0277,0.193,4.55,3.3,0.09,93.52,19,0.013,0.014,0.038
1.4,0.021,0.026,3.1,0.0038,0.138,7.31,2.41,0.2,90.2,37,0.039,0.022,0.098
2.59,0.027,0.149,3,0.005,0.291,9.26,2.41,0.25,87.01,49,0.051,0.016,0.119
1.42,0.021,0.224,3.8,0.0038,0.138,7.13,0,0.25,90.24,36,0.051,0.016,0.12
2.86,0.025,0.271,4.4,0.0032,0.169,13.09,3.12,0.15,83.23,60,0.031,0.01,0.072
2.86,0.025,0.035,4.4,0.0032,0.169,13.09,3.12,0.15,83.23,65,0.031,0.01,0.072
3.33,0.025,0.047,4,0.0104,0.212,13.46,0,0.52,82.08,64,0.098,0.031,0.235
1.8,0.109,0.024,0,0.102,0.51,3.4,0,0.3,93.1,19,0,0,0
4.8,0.128,0.017,7.8,0.0419,0.568,23.54,0,0.63,69.11,109,0,0,0
1.4,0.011,0.014,3,0.004,0.584,23.94,4.8,0.1,73.46,97,0.026,0.002,0.043
0.88,0.004,0.008,2.5,0.0013,0.118,12.3,2.46,0.06,86.42,50,0.016,0,0.026
2.3,0.12,0.041,0.5,0.043,0.33,1.29,0.2,0.1,95.11,11,0.027,0.008,0.035
0.4,0.018,0.343,1,0.0105,0.005,2.45,1.18,0.2,96.06,11,0.016,0.037,0.088
0.4,0.018,0.107,1,0.0105,0.005,3.04,1.18,0.2,96.06,14,0.016,0.037,0.088
0.4,0.019,0.111,2.9,0.013,0.006,3,0,0.2,96.1,13,0.016,0.037,0.087
5.85,0.224,0.009,0,0.045,0.176,14.1,0,1.1,76.85,74,0.272,0.285,0.213
11.6,0.03,0.035,0,0,0.586,28.1,0,0.9,57.4,148,0.222,0.234,0.174
5.31,0.061,0.24,0,0.0098,0.274,3.21,0,0.66,90.11,37,0.101,0.237,0.177
5.31,0.061,0.004,0,0.0098,0.274,3.21,0,0.66,90.11,38,0.181,0.189,0.142
6.95,0.084,0.004,0,0.0183,0.223,4.31,0,0.87,87.04,49,0.238,0.25,0.186
1.49,0.014,0.244,3.9,0.0121,0.67,26.99,0.49,0.14,70.13,114,0.029,0.005,0.06
1.49,0.014,0.008,3.9,0.0121,0.67,27.48,0.49,0.14,70.13,116,0.029,0.005,0.06
1.53,0.017,0.009,4.1,0.0171,0.816,27.88,0.5,0.17,69.6,118,0.037,0.006,0.076
0.72,0.011,0.242,0,0.0141,0.135,8.23,0,0.09,90.07,36,0,0,0
0.72,0.011,0.004,0,0.0141,0.135,8.82,0,0.09,90.07,38,0,0,0
0.72,0.012,0.004,4.9,0.0202,0.15,8.82,1.8,0.09,90.07,38,0.021,0.005,0.043
2.53,0.044,0.24,0,0.0162,0.29,9.17,0,0.1,87.47,47,0.026,0.009,0.042
2.53,0.044,0.004,0,0.0162,0.29,9.18,0,0.1,87.47,47,0.026,0.009,0.042
2.8,0.05,0.004,0,0.0188,0.24,8.35,0,0.4,87.85,47,0.105,0.036,0.169
1.46,0.009,0.021,1.5,0.0052,0.598,23.63,0,0.4,73.06,98,0.082,0,0
27.8,0.086,3.6,3,0,2.6,11.8,0,0,37,158,0,0,0
7.49,0.043,0,0,0,0.712,54.65,0,30.17,6,501,3.923,19.11,5.813
8.1,0.054,0,0,0,0.709,53.66,0,31.41,5.06,509,4.084,19.896,6.052
6.15,0.041,0,0,0,0.539,40.75,0,23.86,27.9,387,3.102,15.109,4.596
20.96,0.347,0.215,10.3,0,0.748,18.82,4.43,55.5,1.64,614,4.152,32.445,13.613
20.96,0.347,0.007,10.3,0,0.748,18.82,4.43,55.5,1.64,614,4.152,32.445,13.613
9,0.172,0.009,4.8,0.0001,0.314,47.81,36.25,27.74,14.08,458,2.629,18.012,5.821
21.22,0.264,0.001,12.2,0,0.705,21.67,3.89,49.42,4.7,575,3.731,30.889,12.07
21.4,0.236,0.019,9.9,0,0.659,18.67,4.63,52.52,4.51,590,3.953,33.415,12.368
21.06,0.267,0.339,10.9,0,0.712,21.2,4.93,52.05,2.53,595,4.03,32.383,12.995
21.06,0.267,0.003,10.9,0,0.712,21.2,4.93,52.05,2.53,595,4.03,32.383,12.995
18.17,0.263,0.13,13.7,0.0007,0.56,27.9,0,49.9,1.7,594,4.73,32.402,10.472
21.23,0.291,0.339,10.5,0,0.699,17.68,4.55,55.17,2.8,607,4.208,34.793,13.519
21.23,0.291,0.001,10.5,0,0.699,17.68,4.55,55.17,2.8,607,4.208,34.793,13.519
6.2,0.001,0.038,0,0.0155,1.017,33.5,0,50,6.6,576,5.719,21.892,20.089
14.32,0.16,0.003,7.5,0.0007,0.659,12.27,2.33,66.43,3.48,656,15.137,24.548,20.577
24.9,0.053,0.001,4.7,0.0032,0.421,12.05,0,56.98,3.34,612,1.306,10.425,42.741
17.56,0.043,0.614,2,0,0.546,27.57,5.01,49.41,2.96,587,9.763,29.122,8.354
17.56,0.043,0.015,2,0,0.546,27.57,0,49.41,2.96,587,9.763,29.122,8.354
15.31,0.045,0.64,3,0,0.565,32.69,5.01,46.35,1.7,574,9.157,27.317,7.836
15.31,0.045,0.016,3,0,0.565,32.69,5.01,46.35,1.7,574,9.157,27.317,7.836
16.84,0.043,0.308,3.3,0.0003,0.632,30.16,5.01,47.77,2.34,581,8.478,25.923,8.546
16.84,0.043,0.013,3.3,0.0003,0.632,29.87,5.01,47.77,3.48,580,8.478,25.923,8.546
18.22,0.037,0.012,3.3,0.0005,0.66,30.19,5.91,43.85,5.2,553,7.783,23.797,7.845
2.88,0.012,0.002,0,0.0247,0.306,33.64,0,0.76,61.57,153,0.112,0.399,0.197
6.82,0.029,0.005,0,0.0585,0.726,79.76,0,1.81,8.9,363,0.266,0.945,0.468
4.2,0.018,0.003,0,0.036,0.447,49.07,0,1.11,43.95,224,0.164,0.581,0.288
4.48,0.019,0.004,0,0.0384,0.477,52.36,0,1.19,40.2,239,0.175,0.62,0.307
2,0.046,0.027,0,0.0267,0.715,27.76,0,1.38,68.15,131,0.26,0.476,0.545
5.01,0.064,0.037,0,0.0151,0.991,78.43,0,3.91,9,369,0.736,1.349,1.546
6.39,0.067,0.037,11.7,0.015,0.986,77.31,0,4.45,9.45,374,0.837,1.535,1.758
1.63,0.019,0.002,0,0.0402,0.484,44.17,0,1.25,52,196,0.235,0.43,0.493
2.42,0.027,0.003,8.1,0.043,0.518,45.54,0,2.26,48.65,213,0.425,0.78,0.894
3.17,0.029,0.002,5.1,0.026,0.592,52.96,10.6,2.2,40.48,245,0.414,0.759,0.869
0.82,0.011,0.005,0,0.0095,0.119,12.64,0,0.19,86.03,56,0.028,0.101,0.05
5.25,0.072,0.034,0,0.0613,0.768,81.43,0,1.24,9.96,360,0.183,0.65,0.322
2.25,0.031,0.014,0,0.0263,0.329,34.91,0,0.53,61.41,154,0.078,0.278,0.138
2.97,0.035,0.019,0,0.028,0.427,45.13,0,0.8,49.9,201,0.118,0.419,0.207
1.17,0.004,0.036,0.2,0,0.101,53.21,51.5,16.31,28.97,357,15.472,0.679,0.159
3.63,0.011,0.004,2.2,0.0028,0.325,6.65,0,34.68,53.9,330,30.753,1.475,0.379
5.3,0.026,0.037,0,0.0015,0.551,21.52,0,69.08,1.67,684,61.257,2.939,0.756
6.88,0.026,0.037,16.3,0.0015,0.543,23.65,7.35,64.53,3,660,57.218,2.745,0.706
3.35,0.014,0.02,4.5,0,0.324,40.91,0,31.69,23.27,443,28.101,1.348,0.347
3.13,0.011,0.285,9.9,0,0.361,51.85,36.75,27.99,15.46,456,26.396,1.377,0.222
2.88,0.015,0.262,4.5,0.0007,0.337,47.67,43.17,35.49,12.55,501,31.468,1.51,0.388
5.3,0.027,0.037,0,0.0015,0.554,44.4,0,47,1,592,41.678,1.999,0.514
3.33,0.014,0.02,9,0.0033,0.356,15.23,6.23,33.49,46.99,354,29.698,1.425,0.366
2.02,0.018,0.013,0,0.001,0.22,2.81,0,21.33,72.88,197,18.915,0.907,0.233
1.61,0.004,0.012,0,0.0011,0.232,5.58,0,20.8,71.42,202,18.445,0.885,0.228
2.29,0.016,0.015,2.2,0.0028,0.263,5.54,3.34,23.84,67.62,230,21.14,1.014,0.261
0.72,0.024,0.105,1.1,0.0024,0.25,3.71,2.61,0.2,94.99,19,0.176,0.008,0.002
13.11,0.022,0.091,5.2,0.0001,0.32,20.79,0,62.3,2,647,9.37,25.722,24.284
11.19,0.02,0.047,5.2,0.0001,0.261,27.91,0,56.5,3.1,619,8.482,23.521,21.867
13.82,0.026,0.505,5.2,0.0001,0.318,23.68,0,57.7,2.5,622,8.701,23.545,22.714
2.29,0.004,0.307,9.3,0.0091,0.18,22.1,0,1.62,72.95,111,0.309,0.599,0.597
10.35,0.02,0.013,0,0.0293,0.998,72.45,0,2,12.4,348,0.381,0.739,0.737
4.32,0.002,0.007,0,0.015,0.51,37.6,0,1.68,55.2,182,0.319,0.619,0.618
14.95,0.114,0,9.7,0.0063,0.68,16.7,4.34,60.75,5.31,628,4.464,45.652,7.92
13.7,0.149,0,11,0.002,0.658,17,3.49,61.15,5.79,629,4.669,48.192,5.558
15.03,0.123,0,9.4,0.0038,0.755,17.6,4.89,62.4,2.52,646,4.511,46.608,8.463
12.72,0.061,0.001,6.4,0.002,0.436,18.25,0,64.37,2.65,657,7.038,32.611,21.886
7.79,0.07,0.265,8,0.0007,0.363,12.83,4.14,76.08,1.61,716,11.947,59.275,1.498
7.79,0.07,0.004,8,0.0007,0.363,13.38,4.14,76.08,1.61,718,11.947,59.275,1.498
7.91,0.085,0.005,8.6,0.0012,0.368,13.82,4.57,75.77,1.36,718,12.061,58.877,1.502
17.3,0.07,0.669,9,0.0004,0.597,25.35,4.64,51.45,1.75,594,6.899,31.395,10.768
17.3,0.07,0.012,9,0.0004,0.597,25.35,0,51.45,1.75,594,6.899,31.395,10.768
16.76,0.108,0.011,9.9,0.0005,0.581,21.41,0,56.33,2.03,617,8.725,31.695,13.299
15.52,0.106,0.011,5.5,0.0005,0.544,22.27,0,56.17,3.15,615,9.087,33.137,11.449
16.76,0.108,0.419,9,0.0005,0.581,21.41,4.28,56.33,2.03,617,8.725,31.695,13.299
15.52,0.106,0.306,5.5,0.0005,0.544,22.27,4.38,56.17,3.15,615,9.087,33.137,11.449
9.17,0.07,0,9.6,0.0011,0.41,13.86,3.97,71.97,3.52,691,6.18,40.801,21.614
9.5,0.072,0.383,9.4,0.0007,0.424,13.55,4.06,74.27,1.12,710,6.283,43.957,20.572
9.5,0.072,0.001,9.4,0.0007,0.424,13.55,4.06,74.27,1.12,710,6.283,43.957,20.572
9.2,0.067,0.393,9.5,0.0007,0.392,13.01,3.97,75.23,1.13,715,7.238,40.97,23.584
9.2,0.067,0.001,9.5,0.0007,0.392,13.01,3.97,75.23,1.13,715,7.238,40.97,23.584
10.8,0.145,0.003,0,0.0006,0.507,3.98,0,79.55,2.77,719,31.184,37.229,7.605
13.69,0.016,0.002,3.7,0.0008,0.597,13.08,3.59,68.37,2.28,673,4.899,18.764,34.071
11.57,0.008,0.072,10.7,0.002,0.628,19.3,0,60.98,5.9,629,9.377,22.942,25.668
20.95,0.107,0.428,9.9,0.003,1.007,28.66,7.74,44.82,1.79,564,5.456,23.676,13.448
20.95,0.107,0.006,9.9,0.003,1.007,29.38,7.74,44.82,1.85,567,5.456,23.676,13.448
20.27,0.105,0.001,10.3,0.0056,1.025,27.51,7.66,45.39,3.91,562,5.556,23.82,13.744
24.06,0.061,0.002,6.8,0.0017,0.523,9.91,1.1,59,4.56,618,3.368,15.004,35.077
15.23,0.098,0.002,6.7,0.0013,0.441,13.71,2.61,65.21,4.07,654,6.126,8.933,47.174
5.3,0.061,0.023,4.8,0.0061,0.875,32,0,2.3,59.3,168,0.621,0.293,1.225
7.4,0.036,0.025,5.2,0.0066,0.941,29.24,0,5.59,56.27,191,1.509,0.712,2.977
6.2,0.086,0.028,6,0.0076,1.082,40.1,0,2.7,49.7,207,0.729,0.344,1.438
8.62,0.094,0.053,14.9,0.0466,2.011,79.39,0,1.68,6.5,367,0.454,0.214,0.896
5.97,0.098,0.031,0,0.0274,1.183,46.28,0,0.99,45,217,0.267,0.126,0.527
15.62,0.631,0.019,37.7,0,0.16,43.85,0,30.75,4.9,490,3.176,2.115,23.335
49.83,0.474,0.035,0,0.0024,1.761,36.1,0,1.41,6.9,332,0.31,0.221,0.577
40.96,0.478,0.035,3,0.0024,1.772,40.54,0,6.2,6.3,359,1.588,1.133,2.958
32.59,0.1,0.025,5.5,0.009,1.35,21.9,0,36.29,4.65,506,9.699,6.919,18.068
49.1,0.504,0.037,0,0.0025,1.869,38.43,0,4.77,1.2,367,1.207,0.861,2.248
18.29,0.255,0.03,27.3,0.0006,0.813,28.88,1.55,42.16,6.96,534,3.663,7.527,28.73
15.41,0.163,0.005,0,0,1.368,64.47,0,1.97,14.16,332,0.33,0.388,1.166
4.13,0.044,0.001,0,0,0.367,17.28,0,0.53,77,89,0.088,0.104,0.312
30.23,0.046,0.007,6,0.0019,0.809,10.71,1.4,49.05,5.23,559,8.659,16.242,20.976
29.84,0.052,0.256,6.5,0.0018,0.788,14.71,1.29,49.05,2.03,574,8.544,15.734,19.856
29.84,0.052,0.018,6.5,0.0018,0.788,14.71,1.29,49.05,2.03,574,8.544,15.734,19.856
18.55,0.055,2.541,18.4,0.0003,0.919,53.75,0,19.4,4.5,446,3.67,6.032,8.844
18.55,0.055,0.018,18.4,0.0003,0.919,53.75,0,19.4,4.5,446,3.67,6.032,8.844
16.18,0.078,0.003,0,0,0.687,34.29,0,38.45,5.62,517,3.682,4.848,28.223
35.62,0.077,0.003,0,0,0.068,48.73,0,2.39,6.41,342,0.207,0.272,1.584
18.08,0.96,0.012,5.5,0,0.582,24.05,0,50.87,1.6,586,7.124,19.209,22.296
17.81,0.42,0.074,9.3,0,0.414,26.19,0,48,3,570,6.722,18.127,21.039
17,0.426,0.115,9.3,0,0.414,21.19,0.49,53.76,3.05,595,7.529,20.302,23.564
17.95,0.141,0.001,9.3,0,0.459,17.89,0,56.44,3,607,7.904,21.313,24.737
17.4,0.141,0.035,4.7,0.0042,0.459,21.5,0,53.01,3,592,7.423,20.016,23.232
30.78,0.159,0.041,0,0,0.423,26.62,0,37.1,0.9,526,5.196,14.01,16.261
50.14,0.149,0.039,0,0,0.397,35.51,0,1.75,7.1,333,0.201,0.543,0.63
40.32,0.15,0.041,0,0,0.425,35.14,0,11.89,6.61,382,1.634,4.405,5.113
16.96,0.153,0.039,0,0,0.406,26.04,0,48,5,567,6.722,18.127,21.039
20.45,0.06,0.047,11.6,0,0.37,11.73,0.48,61.21,3.75,631,9.055,23.924,25.491
16.96,0.131,0.588,16.9,0,0.406,26.04,0.48,48,5,567,6.722,18.127,21.039
